Record ID,Implementation Name,Implementation Type,Implementation pipeline stage,Time in current stage,Date entered current stage,PO Date,Implementation Live/Complete,Duration between PO date and Live/Complete Date,Estimated Go-Live Date,Object create date/time,"Date entered ""Not Started (Implementation Pipeline)""","Date exited ""Not Started (Implementation Pipeline)""","Date entered ""Pending Sales Purchase Review (Implementation Pipeline)""","Date exited ""Pending Sales Purchase Review (Implementation Pipeline)""","Date entered ""Pending Kickoff Call (Implementation Pipeline)""","Date exited ""Pending Kickoff Call (Implementation Pipeline)""","Date entered ""Pending Technical Readiness (Implementation Pipeline)""","Date exited ""Pending Technical Readiness (Implementation Pipeline)""","Date entered ""Pending Server Tour (Implementation Pipeline)""","Date exited ""Pending Server Tour (Implementation Pipeline)""","Date entered ""Pending Server/Remote Access (Implementation Pipeline)""","Date exited ""Pending Server/Remote Access (Implementation Pipeline)""","Date entered ""Pending Software Installation (Implementation Pipeline)""","Date exited ""Pending Software Installation (Implementation Pipeline)""","Date entered ""Software Installation Completed (Implementation Pipeline)""","Date exited ""Software Installation Completed (Implementation Pipeline)""","Date entered ""Network Testing (Implementation Pipeline)""","Date exited ""Network Testing (Implementation Pipeline)""","Date entered ""Network Testing Completed (Implementation Pipeline)""","Date exited ""Network Testing Completed (Implementation Pipeline)""","Date entered ""In Progress (Implementation Pipeline)""","Date exited ""In Progress (Implementation Pipeline)""","Date entered ""In Training (Implementation Pipeline)""","Date exited ""In Training (Implementation Pipeline)""","Date entered ""Waiting on Customer (Implementation Pipeline)""","Date exited ""Waiting on Customer (Implementation Pipeline)""","Date entered ""Waiting on GD (Implementation Pipeline)""","Date exited ""Waiting on GD (Implementation Pipeline)""","Date entered ""On-hold (Implementation Pipeline)""","Date exited ""On-hold (Implementation Pipeline)""","Date entered ""Go-Live Scheduled (Implementation Pipeline)""","Date exited ""Go-Live Scheduled (Implementation Pipeline)""","Date entered ""Implementation Live/Complete (Implementation Pipeline)""","Date exited ""Implementation Live/Complete (Implementation Pipeline)"""
33000189,Implementation 33000189,CAREpoint;e-Bridge,Go-Live Scheduled,1987200000,2026-06-08T00:00:00Z,03/17/2026,,,07/15/2026,2026-03-10T00:00:00Z,,,,,2026-03-10T00:00:00Z,2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,2026-04-06T00:00:00Z,,,2026-04-06T00:00:00Z,2026-04-13T00:00:00Z,,,2026-04-13T00:00:00Z,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,2026-05-11T00:00:00Z,,,2026-05-11T00:00:00Z,2026-05-27T00:00:00Z,2026-05-27T00:00:00Z,2026-05-31T00:00:00Z,,,2026-05-31T00:00:00Z,2026-06-22T00:00:00Z,2026-06-08T00:00:00Z,,,
33000190,Implementation 33000190,CAREpoint,Go-Live Scheduled,1209600000,2026-06-17T00:00:00Z,05/08/2026,,,09/05/2026,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,2026-05-04T00:00:00Z,,,,,,,,,2026-05-04T00:00:00Z,2026-05-20T00:00:00Z,,,,,2026-05-20T00:00:00Z,2026-05-31T00:00:00Z,,,,,,,,,2026-05-31T00:00:00Z,2026-06-14T00:00:00Z,,,2026-06-17T00:00:00Z,,,
33000191,Implementation 33000191,e-Bridge,Go-Live Scheduled,1296000000,2026-06-16T00:00:00Z,02/22/2026,,,06/22/2026,2026-02-17T00:00:00Z,2026-02-17T00:00:00Z,2026-03-09T00:00:00Z,,,,,,,2026-03-09T00:00:00Z,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,2026-04-11T00:00:00Z,,,2026-04-11T00:00:00Z,2026-04-29T00:00:00Z,2026-04-29T00:00:00Z,2026-05-17T00:00:00Z,2026-05-17T00:00:00Z,2026-05-21T00:00:00Z,2026-05-21T00:00:00Z,2026-06-06T00:00:00Z,,,2026-06-06T00:00:00Z,2026-06-10T00:00:00Z,,,2026-06-16T00:00:00Z,,,
33000192,Implementation 33000192,e-Bridge,Go-Live Scheduled,2246400000,2026-06-05T00:00:00Z,05/10/2026,,,09/07/2026,2026-05-03T00:00:00Z,,,,,,,2026-05-03T00:00:00Z,2026-05-17T00:00:00Z,,,,,,,2026-05-17T00:00:00Z,2026-06-01T00:00:00Z,2026-06-01T00:00:00Z,2026-06-12T00:00:00Z,2026-06-12T00:00:00Z,2026-06-25T00:00:00Z,,,,,,,,,,,2026-06-05T00:00:00Z,,,
33000193,Implementation 33000193,CAREpoint,Go-Live Scheduled,2332800000,2026-06-04T00:00:00Z,03/02/2026,,,06/30/2026,2026-02-27T00:00:00Z,2026-02-27T00:00:00Z,2026-03-13T00:00:00Z,,,,,2026-03-13T00:00:00Z,2026-03-20T00:00:00Z,,,2026-03-20T00:00:00Z,2026-04-10T00:00:00Z,,,2026-04-10T00:00:00Z,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,2026-05-09T00:00:00Z,2026-05-09T00:00:00Z,2026-05-14T00:00:00Z,2026-05-14T00:00:00Z,2026-05-19T00:00:00Z,2026-05-19T00:00:00Z,2026-06-01T00:00:00Z,,,,,2026-06-01T00:00:00Z,2026-06-19T00:00:00Z,2026-06-04T00:00:00Z,,,
33000194,Implementation 33000194,CAREpoint;e-Bridge,Go-Live Scheduled,2419200000,2026-06-03T00:00:00Z,03/02/2026,,,06/30/2026,2026-02-25T00:00:00Z,,,2026-02-25T00:00:00Z,2026-03-05T00:00:00Z,2026-03-05T00:00:00Z,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,2026-04-24T00:00:00Z,,,2026-04-24T00:00:00Z,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-06-06T00:00:00Z,,,2026-06-06T00:00:00Z,2026-06-18T00:00:00Z,,,2026-06-18T00:00:00Z,2026-06-26T00:00:00Z,,,2026-06-03T00:00:00Z,,,
33000195,Implementation 33000195,CAREpoint,In Training,2505600000,2026-06-02T00:00:00Z,03/07/2026,,,07/05/2026,2026-02-19T00:00:00Z,2026-02-19T00:00:00Z,2026-03-06T00:00:00Z,,,2026-03-06T00:00:00Z,2026-03-20T00:00:00Z,,,2026-03-20T00:00:00Z,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,2026-04-27T00:00:00Z,2026-04-27T00:00:00Z,2026-05-18T00:00:00Z,2026-05-18T00:00:00Z,2026-06-04T00:00:00Z,,,,,2026-06-02T00:00:00Z,,,,,,,,,,,
33000196,Implementation 33000196,CAREpoint,In Training,2592000000,2026-06-01T00:00:00Z,03/13/2026,,,07/11/2026,2026-02-25T00:00:00Z,2026-02-25T00:00:00Z,2026-03-10T00:00:00Z,,,2026-03-10T00:00:00Z,2026-03-30T00:00:00Z,2026-03-30T00:00:00Z,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,2026-04-29T00:00:00Z,,,,,2026-04-29T00:00:00Z,2026-05-08T00:00:00Z,2026-05-08T00:00:00Z,2026-05-28T00:00:00Z,,,2026-05-28T00:00:00Z,2026-06-01T00:00:00Z,2026-06-01T00:00:00Z,,,,,,,,,,,
33000197,Implementation 33000197,CAREpoint,In Training,2678400000,2026-05-31T00:00:00Z,02/22/2026,,,06/22/2026,2026-02-07T00:00:00Z,2026-02-07T00:00:00Z,2026-02-28T00:00:00Z,,,2026-02-28T00:00:00Z,2026-03-22T00:00:00Z,2026-03-22T00:00:00Z,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,2026-05-07T00:00:00Z,2026-05-07T00:00:00Z,2026-05-24T00:00:00Z,,,2026-05-24T00:00:00Z,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,2026-06-12T00:00:00Z,2026-05-31T00:00:00Z,,,,,,,,,,,
33000198,Implementation 33000198,CAREpoint,In Training,2764800000,2026-05-30T00:00:00Z,04/02/2026,,,07/31/2026,2026-03-29T00:00:00Z,,,,,2026-03-29T00:00:00Z,2026-04-14T00:00:00Z,,,2026-04-14T00:00:00Z,2026-04-25T00:00:00Z,2026-04-25T00:00:00Z,2026-04-29T00:00:00Z,,,,,,,2026-04-29T00:00:00Z,2026-05-11T00:00:00Z,,,2026-05-30T00:00:00Z,,,,,,,,,,,
33000199,Implementation 33000199,CAREpoint,In Training,2851200000,2026-05-29T00:00:00Z,03/02/2026,,,06/30/2026,2026-02-26T00:00:00Z,,,,,,,,,2026-02-26T00:00:00Z,2026-03-15T00:00:00Z,,,2026-03-15T00:00:00Z,2026-03-28T00:00:00Z,2026-03-28T00:00:00Z,2026-04-18T00:00:00Z,,,,,2026-04-18T00:00:00Z,2026-05-06T00:00:00Z,2026-05-29T00:00:00Z,,,,,,,,,,,
33000200,Implementation 33000200,CAREpoint,In Training,864000000,2026-06-21T00:00:00Z,02/28/2026,,,06/28/2026,2026-02-10T00:00:00Z,,,,,,,,,2026-02-10T00:00:00Z,2026-02-17T00:00:00Z,2026-02-17T00:00:00Z,2026-03-07T00:00:00Z,2026-03-07T00:00:00Z,2026-03-29T00:00:00Z,2026-03-29T00:00:00Z,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,2026-05-03T00:00:00Z,2026-05-03T00:00:00Z,2026-05-09T00:00:00Z,2026-05-09T00:00:00Z,2026-05-23T00:00:00Z,2026-06-21T00:00:00Z,,,,,,,,,,,
33000201,Implementation 33000201,CAREpoint,In Training,950400000,2026-06-20T00:00:00Z,04/10/2026,,,08/08/2026,2026-03-23T00:00:00Z,,,2026-03-23T00:00:00Z,2026-03-30T00:00:00Z,2026-03-30T00:00:00Z,2026-04-07T00:00:00Z,2026-04-07T00:00:00Z,2026-04-29T00:00:00Z,2026-04-29T00:00:00Z,2026-05-13T00:00:00Z,2026-05-13T00:00:00Z,2026-05-27T00:00:00Z,,,,,2026-05-27T00:00:00Z,2026-06-04T00:00:00Z,,,2026-06-04T00:00:00Z,2026-06-14T00:00:00Z,2026-06-20T00:00:00Z,,,,,,,,,,,
33000202,Implementation 33000202,CAREpoint,In Training,1036800000,2026-06-19T00:00:00Z,04/11/2026,,,08/09/2026,2026-03-27T00:00:00Z,2026-03-27T00:00:00Z,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,2026-04-10T00:00:00Z,,,,,,,2026-04-10T00:00:00Z,2026-04-23T00:00:00Z,2026-04-23T00:00:00Z,2026-05-14T00:00:00Z,2026-05-14T00:00:00Z,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-05-30T00:00:00Z,,,,,2026-06-19T00:00:00Z,,,,,,,,,,,
33000203,Implementation 33000203,e-Bridge,Network Testing,1123200000,2026-06-18T00:00:00Z,05/18/2026,,,09/15/2026,2026-04-29T00:00:00Z,,,2026-04-29T00:00:00Z,2026-05-15T00:00:00Z,,,2026-05-15T00:00:00Z,2026-05-28T00:00:00Z,,,2026-05-28T00:00:00Z,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,2026-06-15T00:00:00Z,,,2026-06-18T00:00:00Z,,,,,,,,,,,,,,,,,
33000204,Implementation 33000204,CAREpoint,Network Testing,172800000,2026-06-29T00:00:00Z,05/19/2026,,,09/16/2026,2026-04-29T00:00:00Z,,,2026-04-29T00:00:00Z,2026-05-11T00:00:00Z,2026-05-11T00:00:00Z,2026-05-21T00:00:00Z,,,,,2026-05-21T00:00:00Z,2026-06-03T00:00:00Z,2026-06-03T00:00:00Z,2026-06-08T00:00:00Z,,,2026-06-29T00:00:00Z,,,,,,,,,,,,,,,,,
33000205,Implementation 33000205,e-Bridge,Network Testing,259200000,2026-06-28T00:00:00Z,05/22/2026,,,09/19/2026,2026-05-03T00:00:00Z,,,,,,,,,2026-05-03T00:00:00Z,2026-05-16T00:00:00Z,,,,,2026-05-16T00:00:00Z,2026-05-20T00:00:00Z,2026-06-28T00:00:00Z,,,,,,,,,,,,,,,,,
33000206,Implementation 33000206,CAREpoint;e-Bridge,Network Testing,345600000,2026-06-27T00:00:00Z,02/16/2026,,,06/16/2026,2026-02-06T00:00:00Z,,,,,,,2026-02-06T00:00:00Z,2026-02-19T00:00:00Z,2026-02-19T00:00:00Z,2026-03-02T00:00:00Z,,,2026-03-02T00:00:00Z,2026-03-24T00:00:00Z,2026-03-24T00:00:00Z,2026-04-02T00:00:00Z,2026-06-27T00:00:00Z,,,,,,,,,,,,,,,,,
33000207,Implementation 33000207,CAREpoint;e-Bridge,Network Testing,432000000,2026-06-26T00:00:00Z,03/13/2026,,,07/11/2026,2026-02-22T00:00:00Z,2026-02-22T00:00:00Z,2026-03-02T00:00:00Z,2026-03-02T00:00:00Z,2026-03-23T00:00:00Z,2026-03-23T00:00:00Z,2026-04-10T00:00:00Z,,,2026-04-10T00:00:00Z,2026-04-20T00:00:00Z,2026-04-20T00:00:00Z,2026-05-06T00:00:00Z,2026-05-06T00:00:00Z,2026-05-25T00:00:00Z,,,2026-06-26T00:00:00Z,,,,,,,,,,,,,,,,,
33000208,Implementation 33000208,CAREpoint,Network Testing,518400000,2026-06-25T00:00:00Z,02/26/2026,,,06/26/2026,2026-02-13T00:00:00Z,,,2026-02-13T00:00:00Z,2026-03-06T00:00:00Z,,,,,2026-03-06T00:00:00Z,2026-03-25T00:00:00Z,,,2026-03-25T00:00:00Z,2026-03-31T00:00:00Z,2026-03-31T00:00:00Z,2026-04-22T00:00:00Z,2026-06-25T00:00:00Z,,,,,,,,,,,,,,,,,
33000209,Implementation 33000209,e-Bridge,Pending Software Installation,604800000,2026-06-24T00:00:00Z,05/01/2026,,,08/29/2026,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,2026-05-14T00:00:00Z,,,2026-05-14T00:00:00Z,2026-05-19T00:00:00Z,2026-05-19T00:00:00Z,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,2026-06-28T00:00:00Z,,,2026-06-24T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
33000210,Implementation 33000210,CAREpoint,Pending Software Installation,691200000,2026-06-23T00:00:00Z,05/23/2026,,,09/20/2026,2026-05-09T00:00:00Z,,,2026-05-09T00:00:00Z,2026-05-27T00:00:00Z,2026-05-27T00:00:00Z,2026-06-07T00:00:00Z,,,2026-06-07T00:00:00Z,2026-06-27T00:00:00Z,,,2026-06-23T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
33000211,Implementation 33000211,CAREpoint,Pending Software Installation,777600000,2026-06-22T00:00:00Z,06/02/2026,,,09/30/2026,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-06-07T00:00:00Z,,,2026-06-07T00:00:00Z,2026-06-24T00:00:00Z,2026-06-24T00:00:00Z,2026-06-29T00:00:00Z,,,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
33000212,Implementation 33000212,CAREpoint,Pending Software Installation,864000000,2026-06-21T00:00:00Z,06/01/2026,,,09/29/2026,2026-05-13T00:00:00Z,2026-05-13T00:00:00Z,2026-05-29T00:00:00Z,,,2026-05-29T00:00:00Z,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z,2026-06-15T00:00:00Z,2026-06-15T00:00:00Z,2026-06-21T00:00:00Z,2026-06-21T00:00:00Z,2026-06-28T00:00:00Z,2026-06-21T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
33000213,Implementation 33000213,e-Bridge,Pending Software Installation,950400000,2026-06-20T00:00:00Z,06/17/2026,,,10/15/2026,2026-06-12T00:00:00Z,2026-06-12T00:00:00Z,2026-06-20T00:00:00Z,,,,,,,2026-06-20T00:00:00Z,2026-06-30T00:00:00Z,,,2026-06-20T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
33000214,Implementation 33000214,CAREpoint,Pending Software Installation,1036800000,2026-06-19T00:00:00Z,06/14/2026,,,10/12/2026,2026-06-01T00:00:00Z,,,,,2026-06-01T00:00:00Z,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z,2026-06-24T00:00:00Z,2026-06-24T00:00:00Z,2026-06-28T00:00:00Z,,,2026-06-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
33000215,Implementation 33000215,CAREpoint,On-hold,1036800000,2026-06-19T00:00:00Z,04/09/2026,,,08/07/2026,2026-03-22T00:00:00Z,2026-03-22T00:00:00Z,2026-03-26T00:00:00Z,,,2026-03-26T00:00:00Z,2026-04-01T00:00:00Z,2026-04-01T00:00:00Z,2026-04-21T00:00:00Z,,,2026-04-21T00:00:00Z,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,2026-05-11T00:00:00Z,,,,,,,2026-05-11T00:00:00Z,2026-05-17T00:00:00Z,,,2026-05-17T00:00:00Z,2026-06-07T00:00:00Z,,,2026-06-19T00:00:00Z,,,,,
33000216,Implementation 33000216,e-Bridge,On-hold,1123200000,2026-06-18T00:00:00Z,03/07/2026,,,07/05/2026,2026-03-03T00:00:00Z,,,,,,,,,2026-03-03T00:00:00Z,2026-03-25T00:00:00Z,2026-03-25T00:00:00Z,2026-04-13T00:00:00Z,,,,,2026-04-13T00:00:00Z,2026-05-03T00:00:00Z,2026-05-03T00:00:00Z,2026-05-10T00:00:00Z,,,,,,,2026-05-10T00:00:00Z,2026-06-01T00:00:00Z,2026-06-18T00:00:00Z,,,,,
33000217,Implementation 33000217,CAREpoint,Waiting on Customer,1209600000,2026-06-17T00:00:00Z,06/21/2026,,,10/19/2026,2026-06-03T00:00:00Z,,,,,,,,,,,,,,,2026-06-03T00:00:00Z,2026-06-18T00:00:00Z,,,,,2026-06-18T00:00:00Z,2026-06-25T00:00:00Z,,,2026-06-17T00:00:00Z,,,,,,,,,
33000218,Implementation 33000218,CAREpoint,Implementation Live/Complete,432000000,2026-06-26T00:00:00Z,03/10/2026,2026-06-10,7948800000,07/08/2026,2026-02-24T00:00:00Z,2026-02-24T00:00:00Z,2026-03-09T00:00:00Z,2026-03-09T00:00:00Z,2026-03-27T00:00:00Z,,,,,,,,,,,2026-03-27T00:00:00Z,2026-04-14T00:00:00Z,,,,,2026-04-14T00:00:00Z,2026-04-27T00:00:00Z,,,2026-04-27T00:00:00Z,2026-05-10T00:00:00Z,,,,,,,2026-06-26T00:00:00Z,
33000219,Implementation 33000219,e-Bridge,Implementation Live/Complete,12268800000,2026-02-09T00:00:00Z,10/12/2025,2026-01-29,9417600000,02/09/2026,2025-09-22T00:00:00Z,,,,,,,2025-09-22T00:00:00Z,2025-11-08T00:00:00Z,,,,,,,2025-11-08T00:00:00Z,2025-12-16T00:00:00Z,,,,,,,,,,,,,,,,,2026-02-09T00:00:00Z,
33000220,Implementation 33000220,CAREpoint,Implementation Live/Complete,17280000000,2025-12-13T00:00:00Z,10/03/2025,2025-12-05,5443200000,01/31/2026,2025-09-22T00:00:00Z,2025-09-22T00:00:00Z,2025-10-09T00:00:00Z,,,2025-10-09T00:00:00Z,2025-10-19T00:00:00Z,2025-10-19T00:00:00Z,2025-11-01T00:00:00Z,,,2025-11-01T00:00:00Z,2025-11-10T00:00:00Z,2025-11-10T00:00:00Z,2025-11-25T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-12-13T00:00:00Z,
33000221,Implementation 33000221,CAREpoint;e-Bridge,Implementation Live/Complete,4406400000,2026-05-11T00:00:00Z,10/12/2025,2026-05-07,17884800000,02/09/2026,2025-10-02T00:00:00Z,,,2025-10-02T00:00:00Z,2025-11-18T00:00:00Z,,,,,,,,,,,2025-11-18T00:00:00Z,2025-12-30T00:00:00Z,2025-12-30T00:00:00Z,2026-02-14T00:00:00Z,,,2026-02-14T00:00:00Z,2026-03-30T00:00:00Z,,,,,,,,,,,2026-05-11T00:00:00Z,
33000222,Implementation 33000222,CAREpoint,Implementation Live/Complete,14342400000,2026-01-16T00:00:00Z,10/04/2025,2026-01-05,8035200000,02/01/2026,2025-09-22T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-14T00:00:00Z,,,2025-10-14T00:00:00Z,2025-11-07T00:00:00Z,,,2025-11-07T00:00:00Z,2025-11-30T00:00:00Z,2026-01-16T00:00:00Z,
33000223,Implementation 33000223,CAREpoint,Implementation Live/Complete,4924800000,2026-05-05T00:00:00Z,10/14/2025,2026-04-13,15638400000,02/11/2026,2025-10-10T00:00:00Z,2025-10-10T00:00:00Z,2025-11-06T00:00:00Z,,,,,2025-11-06T00:00:00Z,2025-12-04T00:00:00Z,,,2025-12-04T00:00:00Z,2026-01-04T00:00:00Z,,,2026-01-04T00:00:00Z,2026-02-04T00:00:00Z,,,,,,,,,,,2026-02-04T00:00:00Z,2026-03-05T00:00:00Z,,,,,2026-05-05T00:00:00Z,
33000224,Implementation 33000224,e-Bridge,Implementation Live/Complete,9849600000,2026-03-09T00:00:00Z,10/22/2025,2026-03-06,11664000000,02/19/2026,2025-10-13T00:00:00Z,,,,,,,2025-10-13T00:00:00Z,2025-11-12T00:00:00Z,2025-11-12T00:00:00Z,2025-12-08T00:00:00Z,,,,,,,2025-12-08T00:00:00Z,2026-01-02T00:00:00Z,,,,,2026-01-02T00:00:00Z,2026-02-01T00:00:00Z,,,,,,,,,2026-03-09T00:00:00Z,
33000225,Implementation 33000225,CAREpoint,Implementation Live/Complete,3888000000,2026-05-17T00:00:00Z,11/21/2025,2026-05-13,14947200000,03/21/2026,2025-11-04T00:00:00Z,2025-11-04T00:00:00Z,2025-12-04T00:00:00Z,,,2025-12-04T00:00:00Z,2026-01-08T00:00:00Z,,,,,2026-01-08T00:00:00Z,2026-02-11T00:00:00Z,2026-02-11T00:00:00Z,2026-03-18T00:00:00Z,,,,,,,,,,,2026-03-18T00:00:00Z,2026-04-17T00:00:00Z,,,,,,,2026-05-17T00:00:00Z,
33000226,Implementation 33000226,CAREpoint,Implementation Live/Complete,14083200000,2026-01-19T00:00:00Z,10/12/2025,2026-01-11,7862400000,02/09/2026,2025-09-22T00:00:00Z,,,2025-09-22T00:00:00Z,2025-10-18T00:00:00Z,,,,,,,,,,,2025-10-18T00:00:00Z,2025-11-05T00:00:00Z,,,,,,,2025-11-05T00:00:00Z,2025-12-01T00:00:00Z,2025-12-01T00:00:00Z,2025-12-23T00:00:00Z,,,,,,,2026-01-19T00:00:00Z,
33000227,Implementation 33000227,CAREpoint,Implementation Live/Complete,12009600000,2026-02-12T00:00:00Z,11/02/2025,2026-01-31,7776000000,03/02/2026,2025-10-15T00:00:00Z,2025-10-15T00:00:00Z,2025-11-01T00:00:00Z,,,2025-11-01T00:00:00Z,2025-11-22T00:00:00Z,,,2025-11-22T00:00:00Z,2025-12-11T00:00:00Z,,,,,,,,,2025-12-11T00:00:00Z,2025-12-25T00:00:00Z,,,,,,,,,2025-12-25T00:00:00Z,2026-01-14T00:00:00Z,,,2026-02-12T00:00:00Z,
33000228,Implementation 33000228,CAREpoint,Implementation Live/Complete,13824000000,2026-01-22T00:00:00Z,10/04/2025,2026-01-22,9504000000,02/01/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-10-16T00:00:00Z,,,,,,,,,,,,,2025-10-16T00:00:00Z,2025-11-09T00:00:00Z,2025-11-09T00:00:00Z,2025-11-30T00:00:00Z,,,,,2025-11-30T00:00:00Z,2025-12-24T00:00:00Z,,,2025-12-24T00:00:00Z,2026-01-13T00:00:00Z,2026-01-22T00:00:00Z,
33000229,Implementation 33000229,CAREpoint,Implementation Live/Complete,4060800000,2026-05-15T00:00:00Z,12/14/2025,2026-05-15,13132800000,04/13/2026,2025-12-10T00:00:00Z,,,2025-12-10T00:00:00Z,2026-01-20T00:00:00Z,,,,,,,2026-01-20T00:00:00Z,2026-02-25T00:00:00Z,,,,,,,,,,,,,,,,,,,2026-02-25T00:00:00Z,2026-04-03T00:00:00Z,2026-05-15T00:00:00Z,
33000230,Implementation 33000230,CAREpoint,Implementation Live/Complete,950400000,2026-06-20T00:00:00Z,11/21/2025,2026-06-04,16848000000,03/21/2026,2025-11-03T00:00:00Z,2025-11-03T00:00:00Z,2025-12-04T00:00:00Z,,,2025-12-04T00:00:00Z,2026-01-06T00:00:00Z,2026-01-06T00:00:00Z,2026-02-11T00:00:00Z,,,,,,,2026-02-11T00:00:00Z,2026-03-16T00:00:00Z,,,,,,,2026-03-16T00:00:00Z,2026-04-25T00:00:00Z,,,,,,,,,2026-06-20T00:00:00Z,
33000231,Implementation 33000231,CAREpoint,Implementation Live/Complete,518400000,2026-06-25T00:00:00Z,01/18/2026,2026-06-20,13219200000,05/18/2026,2026-01-13T00:00:00Z,,,,,,,,,,,2026-01-13T00:00:00Z,2026-02-21T00:00:00Z,2026-02-21T00:00:00Z,2026-04-05T00:00:00Z,,,,,,,,,,,,,2026-04-05T00:00:00Z,2026-05-19T00:00:00Z,,,,,2026-06-25T00:00:00Z,
33000232,Implementation 33000232,CAREpoint,Implementation Live/Complete,10022400000,2026-03-07T00:00:00Z,10/07/2025,2026-03-03,12700800000,02/04/2026,2025-09-22T00:00:00Z,,,,,,,,,,,2025-09-22T00:00:00Z,2025-10-15T00:00:00Z,2025-10-15T00:00:00Z,2025-11-14T00:00:00Z,,,2025-11-14T00:00:00Z,2025-12-13T00:00:00Z,,,,,,,2025-12-13T00:00:00Z,2026-01-05T00:00:00Z,2026-01-05T00:00:00Z,2026-01-28T00:00:00Z,,,,,2026-03-07T00:00:00Z,
33000233,Implementation 33000233,CAREpoint,Implementation Live/Complete,21081600000,2025-10-30T00:00:00Z,10/04/2025,2025-10-17,1123200000,02/01/2026,2025-09-22T00:00:00Z,,,,,2025-09-22T00:00:00Z,2025-09-27T00:00:00Z,,,,,,,,,,,,,,,,,,,2025-09-27T00:00:00Z,2025-10-05T00:00:00Z,,,,,,,2025-10-30T00:00:00Z,
33000234,Implementation 33000234,e-Bridge,Implementation Live/Complete,2073600000,2026-06-07T00:00:00Z,01/03/2026,2026-05-24,12182400000,05/03/2026,2025-12-21T00:00:00Z,2025-12-21T00:00:00Z,2026-02-02T00:00:00Z,,,,,2026-02-02T00:00:00Z,2026-03-12T00:00:00Z,,,,,,,,,,,2026-03-12T00:00:00Z,2026-04-18T00:00:00Z,,,,,,,,,,,,,2026-06-07T00:00:00Z,
33000235,Implementation 33000235,CAREpoint,Implementation Live/Complete,691200000,2026-06-23T00:00:00Z,01/09/2026,2026-06-20,13996800000,05/09/2026,2025-12-24T00:00:00Z,,,,,,,,,2025-12-24T00:00:00Z,2026-01-27T00:00:00Z,,,2026-01-27T00:00:00Z,2026-02-20T00:00:00Z,,,,,2026-02-20T00:00:00Z,2026-03-25T00:00:00Z,,,,,2026-03-25T00:00:00Z,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,2026-05-24T00:00:00Z,,,,,2026-06-23T00:00:00Z,
33000236,Implementation 33000236,e-Bridge,Implementation Live/Complete,14601600000,2026-01-13T00:00:00Z,10/03/2025,2025-12-28,7430400000,01/31/2026,2025-09-22T00:00:00Z,2025-09-22T00:00:00Z,2025-10-09T00:00:00Z,,,,,,,,,,,,,2025-10-09T00:00:00Z,2025-10-27T00:00:00Z,,,,,,,,,,,2025-10-27T00:00:00Z,2025-11-19T00:00:00Z,2025-11-19T00:00:00Z,2025-12-09T00:00:00Z,,,2026-01-13T00:00:00Z,
